MGYG-HGUT-00001	mgl
MGYG-HGUT-00002	absent
MGYG-HGUT-00003	absent
MGYG-HGUT-00004	absent
MGYG-HGUT-00005	mgl,mgl
MGYG-HGUT-00006	metB,mccA
MGYG-HGUT-00007	absent
MGYG-HGUT-00008	absent
MGYG-HGUT-00009	metB
MGYG-HGUT-00010	absent
MGYG-HGUT-00011	mccA,metB
MGYG-HGUT-00012	metB
MGYG-HGUT-00013	absent
MGYG-HGUT-00014	absent
MGYG-HGUT-00015	dycD,sseA
MGYG-HGUT-00016	absent
MGYG-HGUT-00017	absent
MGYG-HGUT-00018	absent
MGYG-HGUT-00019	dycD,sseA
MGYG-HGUT-00020	absent
MGYG-HGUT-00021	metB
MGYG-HGUT-00022	absent
MGYG-HGUT-00023	absent
MGYG-HGUT-00024	mgl
MGYG-HGUT-00025	absent
MGYG-HGUT-00026	absent
MGYG-HGUT-00027	absent
MGYG-HGUT-00028	absent
MGYG-HGUT-00029	absent
MGYG-HGUT-00030	absent
MGYG-HGUT-00031	absent
MGYG-HGUT-00032	absent
MGYG-HGUT-00033	absent
MGYG-HGUT-00034	fn1055
MGYG-HGUT-00035	absent
MGYG-HGUT-00036	absent
MGYG-HGUT-00037	absent
MGYG-HGUT-00038	fn0625
MGYG-HGUT-00039	absent
MGYG-HGUT-00040	absent
MGYG-HGUT-00041	absent
MGYG-HGUT-00042	absent
MGYG-HGUT-00043	absent
MGYG-HGUT-00044	absent
MGYG-HGUT-00045	absent
MGYG-HGUT-00046	mgl
MGYG-HGUT-00047	fn1055
MGYG-HGUT-00048	metB
MGYG-HGUT-00049	mgl
MGYG-HGUT-00050	absent
MGYG-HGUT-00051	absent
MGYG-HGUT-00052	absent
MGYG-HGUT-00053	absent
MGYG-HGUT-00054	absent
MGYG-HGUT-00055	absent
MGYG-HGUT-00056	absent
MGYG-HGUT-00057	absent
MGYG-HGUT-00058	absent
MGYG-HGUT-00059	absent
MGYG-HGUT-00060	absent
MGYG-HGUT-00061	absent
MGYG-HGUT-00062	mgl
MGYG-HGUT-00063	absent
MGYG-HGUT-00064	absent
MGYG-HGUT-00065	absent
MGYG-HGUT-00066	fn1055
MGYG-HGUT-00067	absent
MGYG-HGUT-00068	absent
MGYG-HGUT-00069	fn1055
MGYG-HGUT-00070	absent
MGYG-HGUT-00071	absent
MGYG-HGUT-00072	absent
MGYG-HGUT-00073	absent
MGYG-HGUT-00074	absent
MGYG-HGUT-00075	mgl
MGYG-HGUT-00076	absent
MGYG-HGUT-00077	absent
MGYG-HGUT-00078	absent
MGYG-HGUT-00079	metB
MGYG-HGUT-00080	absent
MGYG-HGUT-00081	absent
MGYG-HGUT-00082	absent
MGYG-HGUT-00083	fn1419,metB
MGYG-HGUT-00084	absent
MGYG-HGUT-00085	absent
MGYG-HGUT-00086	absent
MGYG-HGUT-00087	absent
MGYG-HGUT-00088	absent
MGYG-HGUT-00089	fn1055
MGYG-HGUT-00090	absent
MGYG-HGUT-00091	mgl
MGYG-HGUT-00092	absent
MGYG-HGUT-00093	sseA,dycD
MGYG-HGUT-00094	absent
MGYG-HGUT-00095	fn1055
MGYG-HGUT-00096	absent
MGYG-HGUT-00097	metB
MGYG-HGUT-00098	absent
MGYG-HGUT-00099	absent
MGYG-HGUT-00100	absent
MGYG-HGUT-00101	absent
MGYG-HGUT-00102	mgl
MGYG-HGUT-00103	absent
MGYG-HGUT-00104	fn0625
MGYG-HGUT-00105	absent
MGYG-HGUT-00106	metB
MGYG-HGUT-00107	dycD,sseA
MGYG-HGUT-00108	dycD,mgl,sseA
MGYG-HGUT-00109	absent
MGYG-HGUT-00110	dycD,sseA
MGYG-HGUT-00111	absent
MGYG-HGUT-00112	absent
MGYG-HGUT-00113	absent
MGYG-HGUT-00114	absent
MGYG-HGUT-00115	mgl
MGYG-HGUT-00116	metB
MGYG-HGUT-00117	absent
MGYG-HGUT-00118	absent
MGYG-HGUT-00119	absent
MGYG-HGUT-00120	absent
MGYG-HGUT-00121	absent
MGYG-HGUT-00122	metB,mccA
MGYG-HGUT-00123	absent
MGYG-HGUT-00124	dycD,sseA,mgl
MGYG-HGUT-00125	metB
MGYG-HGUT-00126	absent
MGYG-HGUT-00127	absent
MGYG-HGUT-00128	absent
MGYG-HGUT-00129	fn1055
MGYG-HGUT-00130	absent
MGYG-HGUT-00131	absent
MGYG-HGUT-00132	absent
MGYG-HGUT-00133	absent
MGYG-HGUT-00134	absent
MGYG-HGUT-00135	absent
MGYG-HGUT-00136	absent
MGYG-HGUT-00137	absent
MGYG-HGUT-00138	absent
MGYG-HGUT-00139	absent
MGYG-HGUT-00140	absent
MGYG-HGUT-00141	absent
MGYG-HGUT-00142	absent
MGYG-HGUT-00143	absent
MGYG-HGUT-00144	absent
MGYG-HGUT-00145	fn0625
MGYG-HGUT-00146	absent
MGYG-HGUT-00147	metB
MGYG-HGUT-00148	absent
MGYG-HGUT-00149	fn1055
MGYG-HGUT-00150	absent
MGYG-HGUT-00151	fn1055
MGYG-HGUT-00152	fn0625,fn0625
MGYG-HGUT-00153	absent
MGYG-HGUT-00154	absent
MGYG-HGUT-00155	metB
MGYG-HGUT-00156	absent
MGYG-HGUT-00157	absent
